YEAR,NEWSFROM,HAPPY,RELIG,GRASS,COURTS,ENERGY,EDUC,ENVIR,POLVIEWS,PARTYID,REGION,INCOME,SEX,DEGREE,AGE,MARITAL,BALLOT
2012,Not applicable,Pretty happy,Protestant,Not applicable,About right,Too much,Not applicable,Not applicable,Slghtly conservative,Republican,South atlantic,$25000 or more,Male,Graduate,71,Married,Ballot a
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,South atlantic,Refused,Male,High school,71,Married,Ballot a
2012,Not applicable,Very happy,Christian,Legal,Not harsh enough,Too little,Too little,About right,Moderate,Independent,South atlantic,$25000 or more,Female,Bachelor,33,Never married,Ballot b
2012,Not applicable,Pretty happy,Christian,Not applicable,Not harsh enough,About right,Too little,Too much,Conservative,Democrat,South atlantic,$20000 - 24999,Female,Lt high school,56,Married,Ballot a
2012,The internet,Very happy,Protestant,Legal,Not harsh enough,Too much,About right,Too much,Conservative,Independent,South atlantic,$25000 or more,Female,Junior college,44,Married,Ballot c
2012,Not applicable,Not too happy,Protestant,Don't know,Not harsh enough,Too little,Too little,About right,Moderate,Democrat,E. nor. central,$20000 - 24999,Female,Junior college,51,Divorced,Ballot b
2012,Not applicable,Very happy,None,Not applicable,Not harsh enough,Too much,About right,Too little,Moderate,Independent,E. nor. central,$10000 - 14999,Male,Lt high school,64,Married,Ballot a
2012,Tv,Very happy,Protestant,Don't know,About right,Too little,Not applicable,Not applicable,Slghtly conservative,Democrat,E. nor. central,$25000 or more,Male,High school,76,Married,Ballot b
2012,The internet,Not too happy,Protestant,Legal,Not harsh enough,Too much,Too little,About right,Moderate,Independent,E. nor. central,Refused,Male,High school,54,Divorced,Ballot c
2012,Not applicable,Pretty happy,Protestant,Legal,Too harsh,Too little,Too little,Too little,Moderate,Democrat,E. nor. central,$25000 or more,Female,Junior college,56,Married,Ballot b
2012,Tv,Very happy,Protestant,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Extrmly conservative,Democrat,E. nor. central,Don't know,Male,High school,89 or older,Married,Ballot b
2012,Tv,Very happy,Protestant,Not legal,Not harsh enough,Don't know,About right,Too little,Moderate,Republican,E. nor. central,$25000 or more,Female,High school,36,Married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Don't know,Not applicable,Not applicable,Moderate,Republican,E. nor. central,$25000 or more,Female,Graduate,87,Widowed,Ballot a
2012,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Liberal,Independent,E. nor. central,$15000 - 19999,Female,High school,44,Married,Ballot c
2012,Tv,Pretty happy,Protestant,Legal,Not harsh enough,About right,Too little,About right,Moderate,Democrat,E. nor. central,$25000 or more,Male,High school,26,Married,Ballot c
2012,Not applicable,Very happy,Christian,Not legal,Not harsh enough,Too little,Too little,About right,Slghtly conservative,Independent,E. nor. central,$25000 or more,Female,Bachelor,25,Married,Ballot b
2012,Tv,Not too happy,Protestant,Not legal,Don't know,Too little,Not applicable,Not applicable,Conservative,Democrat,E. sou. central,$20000 - 24999,Female,Lt high school,60,Married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Don't know,Don't know,Not applicable,Not applicable,Slightly liberal,Democrat,E. sou. central,Don't know,Female,High school,47,Married,Ballot a
2012,Tv,Pretty happy,Protestant,Don't know,About right,Don't know,Not applicable,Not applicable,Moderate,Republican,E. sou. central,$8000 to 9999,Female,Lt high school,74,Widowed,Ballot c
2012,Not applicable,Not too happy,Protestant,Not applicable,Too harsh,About right,Too little,Too little,Moderate,Democrat,E. sou. central,$25000 or more,Female,Bachelor,28,Never married,Ballot a
2012,Radio,Pretty happy,Protestant,Not legal,Not harsh enough,About right,About right,Too little,Slightly liberal,Democrat,E. sou. central,$10000 - 14999,Female,Lt high school,54,Divorced,Ballot c
2012,Newspapers,Pretty happy,Catholic,Not legal,Too harsh,Too much,Not applicable,Not applicable,Slightly liberal,Democrat,E. sou. central,$25000 or more,Female,Graduate,66,Widowed,Ballot b
2012,Tv,Not too happy,Protestant,Not legal,Not harsh enough,Too little,Too little,Too little,Slightly liberal,Democrat,E. sou. central,$7000 to 7999,Male,Lt high school,66,Divorced,Ballot c
2012,Tv,Pretty happy,Protestant,Legal,Not harsh enough,About right,Too little,Too little,Moderate,Independent,E. sou. central,$1000 to 2999,Female,High school,31,Divorced,Ballot c
2012,Not applicable,Very happy,Protestant,Not applicable,Don't know,Too much,Not applicable,Not applicable,Conservative,Democrat,E. sou. central,$25000 or more,Male,High school,44,Married,Ballot a
2012,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Republican,E. sou. central,$25000 or more,Male,High school,45,Married,Ballot c
2012,Tv,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Too little,Too little,Liberal,Democrat,E. sou. central,$15000 - 19999,Male,High school,51,Divorced,Ballot c
2012,Tv,Very happy,Protestant,Not legal,About right,Too little,Not applicable,Not applicable,Moderate,Democrat,E. sou. central,$20000 - 24999,Male,High school,61,Divorced,Ballot c
2012,Tv,Pretty happy,None,Not legal,About right,About right,Not applicable,Not applicable,Extremely liberal,Democrat,E. sou. central,$25000 or more,Male,High school,23,Never married,Ballot c
2012,Not applicable,Very happy,None,Not applicable,Don't know,Too little,Not applicable,Not applicable,Extremely liberal,Independent,E. sou. central,$20000 - 24999,Male,High school,33,Separated,Ballot a
2012,Tv,Very happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Don't know,Republican,E. sou. central,Don't know,Male,Lt high school,77,Married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Too harsh,Too little,Too little,Too little,Slightly liberal,Independent,E. sou. central,$20000 - 24999,Male,Junior college,28,Never married,Ballot a
2012,Tv,Very happy,Protestant,Not legal,Not harsh enough,Too much,Not applicable,Not applicable,Don't know,Democrat,E. sou. central,$15000 - 19999,Female,High school,55,Married,Ballot b
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Democrat,E. sou. central,$25000 or more,Male,High school,56,Married,Ballot a
2012,Tv,Pretty happy,Catholic,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Liberal,Independent,E. sou. central,$20000 - 24999,Male,Lt high school,29,Never married,Ballot c
2012,The internet,Not too happy,Protestant,Legal,About right,Too little,Not applicable,Not applicable,Slghtly conservative,Republican,South atlantic,$25000 or more,Female,High school,19,Never married,Ballot b
2012,The internet,Pretty happy,Protestant,Not legal,Not harsh enough,Too much,Too little,Too little,Conservative,Independent,South atlantic,$25000 or more,Female,High school,61,Divorced,Ballot c
2012,Not applicable,Very happy,Protestant,Not applicable,About right,Don't know,Not applicable,Not applicable,Don't know,Independent,South atlantic,$3000 to 3999,Male,Lt high school,31,Married,Ballot a
2012,Tv,Very happy,None,Not legal,Too harsh,Don't know,Not applicable,Not applicable,Liberal,Other,South atlantic,$10000 - 14999,Female,Lt high school,25,Never married,Ballot c
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,Too little,Too little,Too little,Moderate,Democrat,South atlantic,$25000 or more,Male,High school,68,Married,Ballot a
2012,Tv,Pretty happy,Protestant,Not legal,Too harsh,Don't know,Not applicable,Not applicable,Slghtly conservative,Democrat,South atlantic,$10000 - 14999,Female,High school,62,Never married,Ballot b
2012,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Don't know,About right,Conservative,Independent,South atlantic,Don't know,Male,Bachelor,56,Married,Ballot b
2012,Tv,Not too happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,South atlantic,$3000 to 3999,Female,High school,52,Never married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Too harsh,Too little,About right,Too little,Extrmly conservative,Republican,South atlantic,$15000 - 19999,Female,High school,39,Separated,Ballot a
2012,Newspapers,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,South atlantic,$20000 - 24999,Female,Lt high school,57,Separated,Ballot b
2012,Not applicable,Pretty happy,None,Not applicable,Not harsh enough,Don't know,Too little,Too little,No answer,Democrat,South atlantic,$10000 - 14999,Female,High school,65,Widowed,Ballot a
2012,Tv,Pretty happy,Protestant,Legal,Not harsh enough,Don't know,Not applicable,Not applicable,No answer,Independent,South atlantic,$15000 - 19999,Female,High school,24,Separated,Ballot b
2012,Tv,Pretty happy,Protestant,Not legal,Too harsh,Don't know,Too little,Too little,Liberal,Democrat,South atlantic,$7000 to 7999,Female,Lt high school,43,Married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,About right,Too little,Not applicable,Not applicable,Extremely liberal,Independent,South atlantic,Refused,Male,High school,23,Never married,Ballot a
2012,Not applicable,Pretty happy,Protestant,Not legal,Too harsh,About right,About right,About right,Moderate,Democrat,South atlantic,$25000 or more,Female,Lt high school,57,Divorced,Ballot b
2012,Newspapers,Pretty happy,Protestant,Not legal,Too harsh,Don't know,Not applicable,Not applicable,Moderate,Independent,South atlantic,$1000 to 2999,Female,Lt high school,39,Never married,Ballot c
2012,Not applicable,Pretty happy,None,Not applicable,Not harsh enough,Don't know,About right,Too little,Liberal,Republican,South atlantic,$4000 to 4999,Female,Lt high school,21,Never married,Ballot a
2012,Tv,Not too happy,Protestant,Not legal,Don't know,Don't know,Not applicable,Not applicable,Don't know,Independent,South atlantic,$15000 - 19999,Female,Lt high school,67,Widowed,Ballot b
2012,Not applicable,Very happy,Protestant,Not applicable,About right,Too little,Not applicable,Not applicable,Moderate,Republican,South atlantic,$10000 - 14999,Female,High school,66,Divorced,Ballot a
2012,Not applicable,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Too little,Too little,Conservative,Republican,South atlantic,Don't know,Female,High school,23,Never married,Ballot b
2012,Tv,Not too happy,Protestant,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Extremely liberal,Democrat,South atlantic,$25000 or more,Female,High school,41,Divorced,Ballot c
2012,Not applicable,Not too happy,Protestant,Not applicable,Not harsh enough,Don't know,Too little,About right,Conservative,Republican,South atlantic,$25000 or more,Female,High school,48,Married,Ballot a
2012,The internet,No answer,Protestant,No answer,No answer,About right,Not applicable,Not applicable,Moderate,Independent,South atlantic,Refused,Female,Bachelor,41,Married,Ballot b
2012,Tv,Not too happy,Protestant,Not legal,Not harsh enough,Too much,Too little,About right,Moderate,Democrat,South atlantic,$10000 - 14999,Male,Lt high school,61,Married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Democrat,South atlantic,$20000 - 24999,Female,High school,56,Married,Ballot a
2012,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,Don't know,Too little,Too little,Slghtly conservative,Democrat,South atlantic,$10000 - 14999,Female,Junior college,34,Never married,Ballot b
2012,Not applicable,Pretty happy,Catholic,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Liberal,Republican,South atlantic,$25000 or more,Male,High school,56,Divorced,Ballot a
2012,Not applicable,Very happy,Catholic,Not legal,Not harsh enough,Too much,Too much,About right,Conservative,Republican,South atlantic,$25000 or more,Male,High school,47,Married,Ballot b
2012,The internet,Pretty happy,Christian,Don't know,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Independent,South atlantic,$20000 - 24999,Female,Lt high school,44,Widowed,Ballot b
2012,The internet,Pretty happy,None,Legal,Too harsh,Too little,Too little,About right,Slightly liberal,Independent,South atlantic,$20000 - 24999,Male,High school,30,Never married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,About right,About right,Too little,Moderate,Republican,South atlantic,$4000 to 4999,Male,Lt high school,73,Married,Ballot b
2012,Radio,Don't know,Protestant,Not legal,Don't know,Don't know,Not applicable,Not applicable,Don't know,Independent,South atlantic,Don't know,Female,Lt high school,81,Widowed,Ballot c
2012,Not applicable,Not too happy,None,Not applicable,About right,Too little,Too little,About right,Conservative,Republican,South atlantic,$25000 or more,Female,Graduate,70,Widowed,Ballot a
2012,The internet,Pretty happy,None,Not legal,Not harsh enough,Too much,Not applicable,Not applicable,Don't know,Independent,South atlantic,$25000 or more,Male,High school,33,Never married,Ballot b
2012,Newspapers,Very happy,Protestant,Not legal,Not harsh enough,About right,About right,Too much,Moderate,Democrat,South atlantic,$25000 or more,Female,Junior college,21,Never married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Independent,South atlantic,$25000 or more,Male,High school,39,Married,Ballot a
2012,Not applicable,Pretty happy,None,Not legal,Don't know,About right,Too little,Too little,Liberal,Democrat,South atlantic,$25000 or more,Male,Graduate,65,Divorced,Ballot b
